id,org_id,display_name,legal_name,description,website,email,phone,verification_tier,verification_date,logo_url,banner_url,average_rating,total_reviews,total_deals,year_established,employee_count,annual_capacity_mt,esg_certified,iso_certified,metadata,created_at,updated_at
09191d79-d858-43a1-8a44-050d114344a7,582c4d31-0fb3-4469-9669-3831d7188bef,Legacy Lithium,Legacy Lithium Limited,Leading lithium supplier based in Nigeria. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.legacylithium.com,sales@legacylithium.com,+381-451-3655,basic,2025-08-02T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/legacy-lithium.png,,4.47,36,149,2002,201-500,19311,false,true,"{""country"":""Nigeria"",""country_code"":""NG""}",2022-02-10T05:38:30.410Z,2025-12-23T05:38:30.410Z
ce7e8aa8-2bd9-4139-87d2-b1810e818017,f5fa7336-a514-49a5-8f6e-c7c070fb7cba,Premier Energy,Premier Energy Limited,Leading lithium producer based in Democratic Republic of Congo. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.premierenergy.com,sales@premierenergy.com,+441-577-3687,basic,2025-04-26T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/premier-energy.png,,4.34,41,149,2020,201-500,15159,false,true,"{""country"":""Democratic Republic of Congo"",""country_code"":""CD""}",2023-10-28T05:38:30.410Z,2025-12-09T05:38:30.410Z
33341bfa-7a02-4df4-8eb7-e343553bacdd,44d5d859-d464-458e-874b-59b9b6ef7db7,Global Holdings,Global Holdings Limited,Leading lithium supplier based in Mali. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.globalholdings.com,sales@globalholdings.com,+799-583-2951,basic,2025-02-20T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/global-holdings.png,,4.47,21,71,2006,201-500,17207,false,true,"{""country"":""Mali"",""country_code"":""ML""}",2022-10-28T05:38:30.410Z,2025-12-30T05:38:30.410Z
92e40224-054a-4586-9281-4b7fc2df2278,f00c7e4a-33f5-40d8-a433-5417dfe8ed94,Diamond Minerals,Diamond Minerals Limited,Leading lithium supplier based in Chile. Established global operations. Specializing in industrial-grade lithium compounds.,https://www.diamondminerals.com,sales@diamondminerals.com,+663-659-4459,basic,2025-06-16T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/diamond-minerals.png,,3.91,18,78,2009,201-500,11579,false,true,"{""country"":""Chile"",""country_code"":""CL""}",2024-06-09T05:38:30.410Z,2025-12-15T05:38:30.410Z
03d7c773-07d1-4c54-87fd-e34038901632,ff1e9032-5d3a-49fe-b21a-126985ba2c68,Diamond Corporation,Diamond Corporation Limited,Leading lithium processor based in Namibia. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.diamondcorporation.com,sales@diamondcorporation.com,+343-415-9813,basic,2025-06-16T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/diamond-corporation.png,,4.21,44,149,2008,201-500,9842,false,true,"{""country"":""Namibia"",""country_code"":""NA""}",2022-02-16T05:38:30.410Z,2025-12-16T05:38:30.410Z
9e435b1b-3b26-4f4b-9b97-17ba2e5c1452,8736b6c5-69ed-4df5-ab59-e5c133f48256,Vertex Group,Vertex Group Limited,Leading lithium producer based in Ghana. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.vertexgroup.com,sales@vertexgroup.com,+732-890-6184,basic,2025-09-03T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/vertex-group.png,,3.92,16,72,2009,201-500,10835,false,true,"{""country"":""Ghana"",""country_code"":""GH""}",2024-05-17T05:38:30.410Z,2025-12-25T05:38:30.410Z
bf88a555-918c-492c-9f7e-52f3067cd1fa,86118e5a-f9d7-4d8c-b19f-03e7aae538f4,Vertex Materials,Vertex Materials Limited,Leading lithium supplier based in South Africa. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.vertexmaterials.com,sales@vertexmaterials.com,+476-556-8312,basic,2025-02-09T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/vertex-materials.png,,4.35,20,65,2013,201-500,8318,false,true,"{""country"":""South Africa"",""country_code"":""ZA""}",2021-05-10T05:38:30.410Z,2025-12-27T05:38:30.410Z
2f754c55-e158-45fa-be6b-851496b9ea40,43740e8a-3ce8-4b77-9a73-9a62ef4185be,Continental Group,Continental Group Limited,Leading lithium processor based in Canada. Established global operations. Specializing in battery-grade lithium compounds.,https://www.continentalgroup.com,sales@continentalgroup.com,+204-246-6246,basic,2025-12-25T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/continental-group.png,,3.88,34,108,1997,201-500,7838,false,true,"{""country"":""Canada"",""country_code"":""CA""}",2024-01-10T05:38:30.410Z,2025-12-07T05:38:30.410Z
7f8fe15b-7d71-48da-8487-0aaa6b197c9b,a74d982e-6f8d-435d-957d-ccd6ade83e7a,United Materials,United Materials Limited,Leading lithium producer based in Canada. Established global operations. Specializing in technical-grade lithium compounds.,https://www.unitedmaterials.com,sales@unitedmaterials.com,+909-427-9853,basic,2025-08-26T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/united-materials.png,,4.14,14,33,1997,201-500,13620,false,true,"{""country"":""Canada"",""country_code"":""CA""}",2021-09-07T05:38:30.410Z,2025-12-28T05:38:30.410Z
069ad08e-21cf-45e4-bbc0-427b90c8ae9f,e1420a5b-709a-462c-9e99-e758d5354fff,Eclipse Industries,Eclipse Industries Limited,Leading lithium supplier based in South Africa. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.eclipseindustries.com,sales@eclipseindustries.com,+342-175-6264,basic,2025-04-06T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/eclipse-industries.png,,4.46,30,107,2006,201-500,18684,false,true,"{""country"":""South Africa"",""country_code"":""ZA""}",2021-11-06T05:38:30.410Z,2025-12-16T05:38:30.410Z
b3a55e8a-812c-4397-93ff-05259f0f42c8,a16a047e-d462-4667-8f87-0a4f290a6703,Atlantic Enterprises,"Atlantic Enterprises Co., Ltd.",Leading lithium supplier based in China. Established global operations. Specializing in technical-grade lithium compounds.,https://www.atlanticenterprises.com,sales@atlanticenterprises.com,+225-945-1021,basic,2025-06-17T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/atlantic-enterprises.png,,4.11,11,32,2013,201-500,12312,false,true,"{""country"":""China"",""country_code"":""CN""}",2023-09-18T05:38:30.410Z,2026-01-01T05:38:30.410Z
1084f4f1-4e9b-4266-b782-ae20022825b0,66d7c2db-a23f-41ee-9d79-93cb14c11613,Atlantic Mining,Atlantic Mining Limited,Leading lithium processor based in Ethiopia. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.atlanticmining.com,sales@atlanticmining.com,+471-145-8381,basic,2025-05-05T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/atlantic-mining.png,,4.18,22,48,2014,201-500,13677,false,true,"{""country"":""Ethiopia"",""country_code"":""ET""}",2021-04-02T05:38:30.410Z,2025-12-28T05:38:30.410Z
ee2e59c2-0031-48e5-8e02-06bcc4fc83f7,a1dbeb9a-7e61-4f29-b3e4-2bb466f8a610,Zenith Lithium,Zenith Lithium Limited,Leading lithium supplier based in Namibia. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.zenithlithium.com,sales@zenithlithium.com,+372-560-5663,basic,2025-09-28T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/zenith-lithium.png,,3.84,39,121,2020,201-500,18319,false,true,"{""country"":""Namibia"",""country_code"":""NA""}",2021-03-15T05:38:30.410Z,2025-12-25T05:38:30.410Z
e897675f-2cb6-40c7-84a0-7f4b1434e0cd,ed0aaae9-464e-4191-81a5-43ff0c5aab35,Pioneer Resources,Pioneer Resources Limited,Leading lithium producer based in Namibia. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.pioneerresources.com,sales@pioneerresources.com,+216-685-4185,basic,2025-04-09T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/pioneer-resources.png,,4.24,39,109,2020,201-500,14614,false,true,"{""country"":""Namibia"",""country_code"":""NA""}",2024-05-22T05:38:30.410Z,2025-12-25T05:38:30.410Z
6b2a28c1-efc7-4c51-9f8b-6b6091a53401,646aba10-86e8-4897-930b-fd1386565c36,Zenith Group,Zenith Group Limited,Leading lithium supplier based in Ghana. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.zenithgroup.com,sales@zenithgroup.com,+850-948-6351,basic,2025-11-19T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/zenith-group.png,,4.31,45,192,2009,201-500,15142,false,true,"{""country"":""Ghana"",""country_code"":""GH""}",2023-09-28T05:38:30.410Z,2025-12-11T05:38:30.410Z
0da3391f-6ec1-4d91-9502-5dd71c6bc945,ea6000ab-fed7-4959-98ff-f178ff383723,Atlantic Mining,Atlantic Mining Limited,Leading lithium producer based in Chile. Established global operations. Specializing in battery-grade lithium compounds.,https://www.atlanticmining.com,sales@atlanticmining.com,+207-958-5327,basic,2025-02-01T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/atlantic-mining.png,,3.88,49,222,2014,201-500,11208,false,true,"{""country"":""Chile"",""country_code"":""CL""}",2022-11-12T05:38:30.410Z,2025-12-11T05:38:30.410Z
58dbceb8-d97c-4f7b-86d5-3596474df86c,eac24027-93e4-4b7b-b72c-dcf1af6746f5,Diamond Materials,Diamond Materials Limited,Leading lithium supplier based in Mali. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.diamondmaterials.com,sales@diamondmaterials.com,+185-526-5936,basic,2025-08-13T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/diamond-materials.png,,4.44,32,91,1995,201-500,10042,false,true,"{""country"":""Mali"",""country_code"":""ML""}",2021-03-13T05:38:30.410Z,2025-12-17T05:38:30.410Z
f0c10fd4-4824-48f0-8cf6-69a22c1b43f2,bca392c7-a58c-44a4-9d9a-8960b6218325,Pacific Lithium,Pacific Lithium Limited,Leading lithium supplier based in Rwanda. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.pacificlithium.com,sales@pacificlithium.com,+442-865-6435,basic,2026-01-01T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/pacific-lithium.png,,4.38,40,107,2007,201-500,8257,false,true,"{""country"":""Rwanda"",""country_code"":""RW""}",2023-02-23T05:38:30.410Z,2025-12-31T05:38:30.410Z
4dc832b4-9cc1-4014-8e58-07e70889ab89,9126a023-92c4-4b92-9b71-28518f216cb5,Emerald Group,Emerald Group Limited,Leading lithium manufacturer based in South Africa. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.emeraldgroup.com,sales@emeraldgroup.com,+469-752-2121,basic,2025-08-28T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/emerald-group.png,,3.92,23,58,2001,201-500,8703,false,true,"{""country"":""South Africa"",""country_code"":""ZA""}",2022-07-01T05:38:30.410Z,2025-12-23T05:38:30.410Z
e25887d0-5884-4785-a22c-af72e2626bd4,5533546a-58fb-4756-9d3d-1cf8681f19d6,Horizon Resources,Horizon Resources Limited,Leading lithium manufacturer based in South Africa. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.horizonresources.com,sales@horizonresources.com,+150-347-1350,basic,2025-12-22T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/horizon-resources.png,,4.38,40,184,2006,201-500,10718,false,true,"{""country"":""South Africa"",""country_code"":""ZA""}",2024-09-12T05:38:30.410Z,2025-12-30T05:38:30.410Z
02928f0e-27b3-43ea-bfe8-9fe0dd78620f,f7579129-2ef9-403b-a2e2-f60d9441f3c2,Summit Minerals,Summit Minerals Limited,Leading lithium processor based in Canada. Established global operations. Specializing in industrial-grade lithium compounds.,https://www.summitminerals.com,sales@summitminerals.com,+737-570-4282,basic,2025-03-01T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/summit-minerals.png,,4.07,13,38,2001,201-500,14055,false,true,"{""country"":""Canada"",""country_code"":""CA""}",2023-03-22T05:38:30.410Z,2025-12-22T05:38:30.410Z
fe57c791-f841-4b8b-8fd0-68d854ee8ce5,0385a442-7dd0-4bc9-a4c3-256874a8329e,Frontier Resources,Frontier Resources Limited,Leading lithium processor based in Ethiopia. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.frontierresources.com,sales@frontierresources.com,+588-571-1179,basic,2025-04-27T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/frontier-resources.png,,3.9,43,94,2008,201-500,18915,false,true,"{""country"":""Ethiopia"",""country_code"":""ET""}",2024-08-05T05:38:30.410Z,2025-12-31T05:38:30.410Z
d108e80f-d16f-4dbc-b16f-1587d9c2e46e,d1842075-dc4b-491e-96fe-40387814ae46,International Holdings,International Holdings Limited,Leading lithium producer based in Ghana. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.internationalholdings.com,sales@internationalholdings.com,+602-429-4597,basic,2025-06-17T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/international-holdings.png,,3.96,14,45,2008,201-500,16521,false,true,"{""country"":""Ghana"",""country_code"":""GH""}",2023-06-09T05:38:30.410Z,2025-12-06T05:38:30.410Z
f16cc7d8-2a7e-4a46-af12-1f1b632bb344,c64fc108-12da-49b0-985c-1c00ce6d036b,Nexus Resources,"Nexus Resources Co., Ltd.",Leading lithium supplier based in China. Established global operations. Specializing in battery-grade lithium compounds.,https://www.nexusresources.com,sales@nexusresources.com,+288-220-2955,basic,2025-07-04T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/nexus-resources.png,,4.28,20,43,2001,201-500,16983,false,true,"{""country"":""China"",""country_code"":""CN""}",2023-09-07T05:38:30.410Z,2025-12-25T05:38:30.410Z
84e986ac-d907-4062-b8a1-76728cedcc12,f067a956-eec3-40eb-a57f-752c886c0a8c,Zenith Lithium,Zenith Lithium Corporation,Leading lithium producer based in United States. Established global operations. Specializing in industrial-grade lithium compounds.,https://www.zenithlithium.com,sales@zenithlithium.com,+658-186-5213,basic,2025-10-31T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/zenith-lithium.png,,4.19,45,213,2001,201-500,14835,false,true,"{""country"":""United States"",""country_code"":""US""}",2022-10-12T05:38:30.411Z,2025-12-28T05:38:30.411Z
2d30e743-73b2-47fc-9549-5369d02cc849,567e4dd4-9b5b-4ff1-a09d-5e72f1cf6eee,Eclipse Enterprises,Eclipse Enterprises Limited,Leading lithium supplier based in Ethiopia. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.eclipseenterprises.com,sales@eclipseenterprises.com,+626-869-8396,basic,2025-04-11T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/eclipse-enterprises.png,,4.11,10,49,2000,201-500,16047,false,true,"{""country"":""Ethiopia"",""country_code"":""ET""}",2024-10-12T05:38:30.411Z,2025-12-10T05:38:30.411Z
cf9be32a-f138-41c4-b44b-755d39c6f0d3,c97ccc67-b220-4447-a929-224d2e15a287,Premier Group,Premier Group Limited,Leading lithium supplier based in Ghana. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.premiergroup.com,sales@premiergroup.com,+169-391-8957,basic,2025-07-26T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/premier-group.png,,4.46,15,35,2014,201-500,8473,false,true,"{""country"":""Ghana"",""country_code"":""GH""}",2021-06-07T05:38:30.411Z,2025-12-15T05:38:30.411Z
a94b6af0-5cf0-494d-81e7-3dec16498b23,a3b6dfc0-feff-4706-8bae-92c6d2d53a58,Eclipse Lithium,Eclipse Lithium Limited,Leading lithium supplier based in Mali. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.eclipselithium.com,sales@eclipselithium.com,+48-874-2932,basic,2025-01-30T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/eclipse-lithium.png,,3.94,16,34,2019,201-500,16049,false,true,"{""country"":""Mali"",""country_code"":""ML""}",2021-01-20T05:38:30.411Z,2025-12-07T05:38:30.411Z
a355b262-f108-4bd3-a667-220684eb08fa,f6febd32-b6ff-4fa2-9cbb-a9e5c62e0cf9,Diamond Energy,Diamond Energy Limited,Leading lithium supplier based in Democratic Republic of Congo. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.diamondenergy.com,sales@diamondenergy.com,+626-225-8976,basic,2025-09-17T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/diamond-energy.png,,4.3,33,106,2016,201-500,7148,false,true,"{""country"":""Democratic Republic of Congo"",""country_code"":""CD""}",2024-07-14T05:38:30.411Z,2025-12-03T05:38:30.411Z
58b993bc-0e84-4dad-885f-5ff25ab85520,9d48cf21-f2d0-4834-b0bd-20fe31c4dd18,Horizon Energy,Horizon Energy Corporation,Leading lithium supplier based in United States. Established global operations. Specializing in battery-grade lithium compounds.,https://www.horizonenergy.com,sales@horizonenergy.com,+906-329-4651,basic,2025-07-28T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/horizon-energy.png,,4.17,19,62,2004,201-500,11361,false,true,"{""country"":""United States"",""country_code"":""US""}",2023-09-16T05:38:30.411Z,2025-12-23T05:38:30.411Z
ebdf84c6-923d-4f92-8177-d2dfd2dd9fa6,c949bb52-ff36-4287-9244-fc44ccdc1fb0,Meridian Resources,Meridian Resources Limited,Leading lithium manufacturer based in South Africa. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.meridianresources.com,sales@meridianresources.com,+757-487-3675,basic,2025-12-17T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/meridian-resources.png,,3.99,13,49,2013,201-500,6590,false,true,"{""country"":""South Africa"",""country_code"":""ZA""}",2021-04-22T05:38:30.411Z,2025-12-15T05:38:30.411Z
af118ca3-20ec-42de-b6d2-05ac60311982,c8795fb6-fbfa-4ef2-a1ad-44e3c8599136,International Corporation,International Corporation Limited,Leading lithium processor based in Ghana. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.internationalcorporation.com,sales@internationalcorporation.com,+416-132-7824,basic,2025-05-30T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/international-corporation.png,,4.16,17,71,2008,201-500,11291,false,true,"{""country"":""Ghana"",""country_code"":""GH""}",2024-04-10T05:38:30.411Z,2025-12-16T05:38:30.411Z
2937e4da-c227-4989-8313-267a692ccb74,ce3decb2-fed5-4fc0-8db3-b68ada407ca9,Pioneer Mining,Pioneer Mining Limited,Leading lithium producer based in Zimbabwe. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.pioneermining.com,sales@pioneermining.com,+789-771-6341,unverified,2025-03-03T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/pioneer-mining.png,,3.15,3,11,2019,51-200,2380,false,false,"{""country"":""Zimbabwe"",""country_code"":""ZW""}",2024-05-08T05:38:30.411Z,2025-12-11T05:38:30.411Z
ede7df30-7bd2-4b90-8cff-36f93936be94,f407c9f2-ec9f-411b-b2b3-4e5926dd9b99,United Corporation,United Corporation Limited,Leading lithium processor based in Chile. Established global operations. Specializing in battery-grade lithium compounds.,https://www.unitedcorporation.com,sales@unitedcorporation.com,+475-281-8424,unverified,2025-09-29T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/united-corporation.png,,3.54,12,50,2002,51-200,3730,false,false,"{""country"":""Chile"",""country_code"":""CL""}",2024-04-01T05:38:30.411Z,2026-01-01T05:38:30.411Z
67517fe0-7dcb-4ec1-9d30-cd456cb8c0af,fe4eeb32-cee3-4556-831d-3db8f3f602b1,Pacific Energy,Pacific Energy Limited,Leading lithium supplier based in Argentina. Established global operations. Specializing in battery-grade lithium compounds.,https://www.pacificenergy.com,sales@pacificenergy.com,+952-497-3559,unverified,2025-09-09T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/pacific-energy.png,,3.48,14,48,2017,51-200,4443,false,false,"{""country"":""Argentina"",""country_code"":""AR""}",2023-11-29T05:38:30.411Z,2025-12-06T05:38:30.411Z
9359313b-6554-4d82-896a-f8df6fcd0ef6,b0516841-0e98-4da8-adee-1966907b8f89,Continental Industries,Continental Industries Corporation,Leading lithium producer based in United States. Established global operations. Specializing in industrial-grade lithium compounds.,https://www.continentalindustries.com,sales@continentalindustries.com,+649-774-1616,unverified,2025-07-27T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/continental-industries.png,,3.9,7,30,2006,51-200,3447,false,false,"{""country"":""United States"",""country_code"":""US""}",2022-07-17T05:38:30.411Z,2026-01-01T05:38:30.411Z
8955fe2c-2821-4805-a0e0-4c4ddda19e0a,8e3366e6-15c0-49f3-b005-18885a8b04f3,Pioneer Industries,Pioneer Industries Limited,Leading lithium manufacturer based in Rwanda. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.pioneerindustries.com,sales@pioneerindustries.com,+835-978-5636,unverified,2025-07-27T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/pioneer-industries.png,,3.75,1,5,2017,51-200,2169,false,false,"{""country"":""Rwanda"",""country_code"":""RW""}",2023-09-06T05:38:30.411Z,2025-12-10T05:38:30.411Z
e73e62f8-b739-4184-9c94-fef86df770a0,6546fa50-bfab-4cd4-8223-0cd0122923c8,Summit Minerals,Summit Minerals Limited,Leading lithium supplier based in Mali. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.summitminerals.com,sales@summitminerals.com,+939-295-1816,unverified,2025-06-21T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/summit-minerals.png,,3.67,2,9,1996,51-200,1528,false,false,"{""country"":""Mali"",""country_code"":""ML""}",2023-09-28T05:38:30.411Z,2025-12-14T05:38:30.411Z
33ab3567-0b9c-4eda-afbd-56a0d6c58527,13ef37ce-789b-4d2e-b9c5-2e1e099737f4,Continental Lithium,Continental Lithium Limited,Leading lithium producer based in Canada. Established global operations. Specializing in industrial-grade lithium compounds.,https://www.continentallithium.com,sales@continentallithium.com,+819-208-7774,unverified,2025-09-24T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/continental-lithium.png,,3.06,7,14,2010,51-200,1007,false,false,"{""country"":""Canada"",""country_code"":""CA""}",2021-12-23T05:38:30.411Z,2025-12-23T05:38:30.411Z
a9baa336-d8c1-4f17-a5a3-33647959e08d,dbc2c590-44ba-4f4d-892f-c855eb337fae,Premier Enterprises,Premier Enterprises Limited,Leading lithium producer based in Australia. Established global operations. Specializing in industrial-grade lithium compounds.,https://www.premierenterprises.com,sales@premierenterprises.com,+357-243-6187,unverified,2025-06-30T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/premier-enterprises.png,,3.35,3,15,2009,51-200,3522,false,false,"{""country"":""Australia"",""country_code"":""AU""}",2022-02-27T05:38:30.411Z,2025-12-17T05:38:30.411Z
b2f50972-7222-46ff-beb2-4abf815821fe,921ae57d-741a-4220-b13c-47994473c0ee,Global Energy,Global Energy Limited,Leading lithium processor based in Australia. Established global operations. Specializing in technical-grade lithium compounds.,https://www.globalenergy.com,sales@globalenergy.com,+911-809-4547,unverified,2025-12-26T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/global-energy.png,,3.34,6,25,2014,51-200,1490,false,false,"{""country"":""Australia"",""country_code"":""AU""}",2022-07-21T05:38:30.411Z,2025-12-04T05:38:30.411Z
7e6280d4-3563-4ed6-a2b0-1faeda9e2b74,5ce0c04d-44c5-47fa-a9bf-1f9bafd2a1a6,Pacific Materials,Pacific Materials Limited,Leading lithium manufacturer based in Mali. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.pacificmaterials.com,sales@pacificmaterials.com,+192-148-5794,unverified,2025-03-30T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/pacific-materials.png,,3.7,9,24,2007,51-200,2295,false,false,"{""country"":""Mali"",""country_code"":""ML""}",2022-02-28T05:38:30.411Z,2025-12-16T05:38:30.411Z
56ccd334-43bc-4997-ae06-d6716b6e7101,de256228-125e-4a23-b913-936e110e884d,Eclipse Energy,Eclipse Energy Limited,Leading lithium producer based in Canada. Established global operations. Specializing in battery-grade lithium compounds.,https://www.eclipseenergy.com,sales@eclipseenergy.com,+490-501-3664,unverified,2025-05-31T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/eclipse-energy.png,,3.78,6,26,2020,51-200,1567,false,false,"{""country"":""Canada"",""country_code"":""CA""}",2023-12-09T05:38:30.411Z,2026-01-02T05:38:30.411Z
c816b440-d47f-4413-9dd3-2d8098f07ff8,5d7bee1a-4a60-4556-8fcf-0d8898f019a6,Platinum Materials,Platinum Materials Limited,Leading lithium manufacturer based in Namibia. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.platinummaterials.com,sales@platinummaterials.com,+546-862-6147,unverified,2025-10-18T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/platinum-materials.png,,3.17,2,9,2000,51-200,2854,false,false,"{""country"":""Namibia"",""country_code"":""NA""}",2022-12-27T05:38:30.411Z,2025-12-11T05:38:30.411Z
4496c558-39c2-486f-8c7b-d621e76a1d0b,5c67f118-e219-4035-9582-65a5586c5636,Emerald Mining,Emerald Mining Limited,Leading lithium supplier based in Chile. Established global operations. Specializing in technical-grade lithium compounds.,https://www.emeraldmining.com,sales@emeraldmining.com,+886-163-9179,unverified,2025-01-02T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/emerald-mining.png,,3.25,13,30,2019,51-200,4516,false,false,"{""country"":""Chile"",""country_code"":""CL""}",2024-12-08T05:38:30.411Z,2025-12-17T05:38:30.411Z
90be6962-3f84-4ae1-b418-fc65256c02d0,2631b0bb-e552-4c64-bb00-c95416c6e273,Summit Group,Summit Group Limited,Leading lithium supplier based in Democratic Republic of Congo. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.summitgroup.com,sales@summitgroup.com,+256-245-7224,unverified,2025-04-08T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/summit-group.png,,4.01,7,16,2001,51-200,4791,false,false,"{""country"":""Democratic Republic of Congo"",""country_code"":""CD""}",2022-02-18T05:38:30.411Z,2025-12-30T05:38:30.411Z
b7b17528-c4fd-4a36-a27a-eb178e66ee70,23cf1350-692e-412d-9c38-8257d1f93718,Global Lithium,Global Lithium Limited,Leading lithium processor based in Australia. Established global operations. Specializing in battery-grade lithium compounds.,https://www.globallithium.com,sales@globallithium.com,+169-237-8054,unverified,2025-08-08T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/global-lithium.png,,3.93,12,38,2013,51-200,3226,false,false,"{""country"":""Australia"",""country_code"":""AU""}",2021-02-02T05:38:30.411Z,2025-12-23T05:38:30.411Z
170c951d-32a9-4902-8594-379c4591e480,23f69c39-ea6d-4f50-b8e0-6cc11ec5c234,Atlantic Energy,Atlantic Energy Limited,Leading lithium supplier based in Chile. Established global operations. Specializing in technical-grade lithium compounds.,https://www.atlanticenergy.com,sales@atlanticenergy.com,+150-721-8022,unverified,2025-08-17T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/atlantic-energy.png,,3.44,4,9,2000,51-200,1891,false,false,"{""country"":""Chile"",""country_code"":""CL""}",2022-02-26T05:38:30.411Z,2025-12-21T05:38:30.411Z
71d2fbdb-0b1f-45df-b294-45de2760278a,b7a259ad-f47d-4afb-9f89-c9505e6e6af0,Summit Holdings,Summit Holdings Limited,Leading lithium producer based in Nigeria. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.summitholdings.com,sales@summitholdings.com,+331-621-3122,unverified,2025-05-10T05:38:30.411Z,https://cdn.lithiumbuy.com/logos/summit-holdings.png,,3.5,0,0,1999,51-200,2765,false,false,"{""country"":""Nigeria"",""country_code"":""NG""}",2022-04-12T05:38:30.411Z,2025-12-20T05:38:30.411Z
